item	itemLabel	itemDescription	cui
http://www.wikidata.org/entity/Q506659	prostatic hypertrophy	noncancerous increase in size of the prostate	C1704272
http://www.wikidata.org/entity/Q498902	drug withdrawal	group of symptoms that occur upon the abrupt discontinuation or decrease in intake of medications or recreational drugs	C2609237
http://www.wikidata.org/entity/Q544006	anxiety disorder	cognitive disorder with an excessive, irrational dread of everyday situations	C0003469
http://www.wikidata.org/entity/Q521863	Beckwith-Wiedemann syndrome	syndrome characterized by overgrowth (macrosomia), an increased risk of childhood cancer and congenital malformations	C0004903
http://www.wikidata.org/entity/Q531012	congenital hypothyroidism	hypothyroidism that is present at birth	C0010308
http://www.wikidata.org/entity/Q539465	necrotizing ulcerative gingivitis	Human disease	C0017575
http://www.wikidata.org/entity/Q536269	phaeochromocytoma	An endocrine organ benign neoplasm that arises within the adrenal medulla, releasing epinephrines and norepinephrines hormones that cause either episodic or persistent high blood pressure.	C0031511
http://www.wikidata.org/entity/Q541244	hereditary spherocytosis	congenital hemolytic anemia characterized by the production of red blood cells with a sphere shape, rather than the normal biconcave disk shape	C0037889
http://www.wikidata.org/entity/Q524995	dexrazoxane	chemical compound	C0086444
http://www.wikidata.org/entity/Q544006	anxiety disorder	cognitive disorder with an excessive, irrational dread of everyday situations	C0154455
http://www.wikidata.org/entity/Q535425	Boerhaave syndrome	syndrome characterized by spontaneous longitudinal transmural rupture of the esophagus, usually in its distal part	C0238115
http://www.wikidata.org/entity/Q531012	congenital hypothyroidism	hypothyroidism that is present at birth	C0342200
http://www.wikidata.org/entity/Q55998591	fetal iodine syndrome	no description	C0342200
http://www.wikidata.org/entity/Q539465	necrotizing ulcerative gingivitis	Human disease	C1527368
http://www.wikidata.org/entity/Q536269	phaeochromocytoma	An endocrine organ benign neoplasm that arises within the adrenal medulla, releasing epinephrines and norepinephrines hormones that cause either episodic or persistent high blood pressure.	C3149711
http://www.wikidata.org/entity/Q557429	acute disease	disease with a rapid onset and/or a short course	C0001314
http://www.wikidata.org/entity/Q546434	carteolol	chemical compound	C0007299
http://www.wikidata.org/entity/Q552348	eclampsia	pre-eclampsia characterized by the presence of seizures	C0013537
http://www.wikidata.org/entity/Q554297	etretinate	chemical compound	C0015137
http://www.wikidata.org/entity/Q551085	myelitis	spinal cord disease that is characterized by inflammation of the white matter or gray matter of the spinal cord	C0026975
http://www.wikidata.org/entity/Q556281	uterine fibroid	uterine benign neoplasm derived from the smooth muscle layer of the uterus	C0042133
http://www.wikidata.org/entity/Q584560	dysgraphia	developmental or acquired neurological condition	C0001825
http://www.wikidata.org/entity/Q595083	Anterior compartment syndrome	disease	C0003152
http://www.wikidata.org/entity/Q579665	dextrocardia	rare congenital defect in which the apex of the heart is located on the right side of the body	C0011813
http://www.wikidata.org/entity/Q574905	Clostridioides difficile colitis	colitis characterized by an overgrowth of Clostridioides difficile bacteria	C0014358
http://www.wikidata.org/entity/Q578994	parasitic helminthiasis infectious disease	macroparasitic disease in which a part of the body is infected with parasitic worms	C0018889
http://www.wikidata.org/entity/Q575168	hyperventilation	rapid breathing	C0020578
http://www.wikidata.org/entity/Q604075	multiple endocrine neoplasia type 2A	autosomal dominant disease characterized by medullary carcinoma of the thyroid, pheochromocytoma, hyperparathyroidism, and occasionally cutaneous lichen amyloidosis	C0025268
http://www.wikidata.org/entity/Q56014243	multiple endocrine neoplasia type 2	no description	C0025268
http://www.wikidata.org/entity/Q576109	mucopolysaccharidosis VI	Lysosomal storage disease	C0026709
http://www.wikidata.org/entity/Q574905	Clostridioides difficile colitis	colitis characterized by an overgrowth of Clostridioides difficile bacteria	C0085819
http://www.wikidata.org/entity/Q582904	marasmus	form of severe malnutrition characterized by energy deficiency	C0086588
http://www.wikidata.org/entity/Q583195	transient synovitis of hip	medical condition	C0149908
http://www.wikidata.org/entity/Q584560	dysgraphia	developmental or acquired neurological condition	C0234144
http://www.wikidata.org/entity/Q591256	MALT lymphoma	non-Hodgkin lymphoma that has material basis in mucosal tissue involved in antibody production	C0242647
http://www.wikidata.org/entity/Q601889	Azygos lobe	congenital disorder of respiratory system	C0265794
http://www.wikidata.org/entity/Q574905	Clostridioides difficile colitis	colitis characterized by an overgrowth of Clostridioides difficile bacteria	C0343386
http://www.wikidata.org/entity/Q56150863	clostridium difficile infection	no description	C0343386
http://www.wikidata.org/entity/Q574905	Clostridioides difficile colitis	colitis characterized by an overgrowth of Clostridioides difficile bacteria	C1257843
http://www.wikidata.org/entity/Q574905	Clostridioides difficile colitis	colitis characterized by an overgrowth of Clostridioides difficile bacteria	C1257844
http://www.wikidata.org/entity/Q574905	Clostridioides difficile colitis	colitis characterized by an overgrowth of Clostridioides difficile bacteria	C1257845
http://www.wikidata.org/entity/Q584211	hydrocele	Human disease	C1720771
http://www.wikidata.org/entity/Q3301793	Hydrocele testis	medical condition	C1720771
http://www.wikidata.org/entity/Q604075	multiple endocrine neoplasia type 2A	autosomal dominant disease characterized by medullary carcinoma of the thyroid, pheochromocytoma, hyperparathyroidism, and occasionally cutaneous lichen amyloidosis	C1833921
http://www.wikidata.org/entity/Q18553300	familial medullary thyroid carcinoma	thyroid medullary carcinoma that has material basis in autosomal dominant inheritance	C1833921
http://www.wikidata.org/entity/Q591256	MALT lymphoma	non-Hodgkin lymphoma that has material basis in mucosal tissue involved in antibody production	C1850900
http://www.wikidata.org/entity/Q601216	Susac's syndrome	medical condition	C2717757
http://www.wikidata.org/entity/Q574831	anti-anemic	drug	CL942543
http://www.wikidata.org/entity/Q624497	altitude sickness	acute negative health effects from high altitude	C0002351
http://www.wikidata.org/entity/Q616066	coarctation of the aorta	congenital condition whereby the aorta is narrow, usually in the area where the ductus arteriosus (ligamentum arteriosum after regression) inserts	C0003492
http://www.wikidata.org/entity/Q614750	bronchiolitis obliterans	lung disease involving obstruction of the bronchioles	C0006272
http://www.wikidata.org/entity/Q56013703	bronchiolitis obliterans with obstructive pulmonary disease	no description	C0006272
http://www.wikidata.org/entity/Q623016	cerebral aqueduct	conduit for CSF to the brain	C0007769
http://www.wikidata.org/entity/Q631361	diabetic retinopathy	human disease	C0011884
http://www.wikidata.org/entity/Q609753	outer ear	The outer portion of the ear which includes the auricle and the ear canal and leads to the eardrum.	C0013453
http://www.wikidata.org/entity/Q607349	fluorometholone	chemical compound	C0016351
http://www.wikidata.org/entity/Q612093	granulosa cell tumour	Human disease	C0018206
http://www.wikidata.org/entity/Q636846	Leydig cell	steroid-producing cells in the interstitial tissue of the testis	C0023602
http://www.wikidata.org/entity/Q611458	neuromyelitis optica	inflammatory demyelinating diseases of the central nervous system characterized mainly by attacks of uni- or bilateral optic neuritis and acute myelitis	C0027873
http://www.wikidata.org/entity/Q608085	photodermatitis	photosensitivity disorder in which an agent or allergen is activated by light to sensitize the allergic response	C0031762
http://www.wikidata.org/entity/Q634959	latanoprost	chemical compound	C0090306
http://www.wikidata.org/entity/Q608085	photodermatitis	photosensitivity disorder in which an agent or allergen is activated by light to sensitize the allergic response	C0162824
http://www.wikidata.org/entity/Q609165	juvenile polyposis syndrome	autosomal dominant disease that is characterized by predisposition to hamartomatous benign polyps in the gastrointestinal tract, specifically in the stomach, small intestine, colon, and rectum	C0221273
http://www.wikidata.org/entity/Q97355618	Juvenile polyp	medical condition	C0221273
http://www.wikidata.org/entity/Q618362	arterial blood	blood in an artery	C0229665
http://www.wikidata.org/entity/Q631556	Kernig's sign	medical condition	C0234178
http://www.wikidata.org/entity/Q612093	granulosa cell tumour	Human disease	C0334401
http://www.wikidata.org/entity/Q609165	juvenile polyposis syndrome	autosomal dominant disease that is characterized by predisposition to hamartomatous benign polyps in the gastrointestinal tract, specifically in the stomach, small intestine, colon, and rectum	C0345893
http://www.wikidata.org/entity/Q623738	coefficient of variation	statistical parameter	C0681921
http://www.wikidata.org/entity/Q610075	Wolf-Hirschhorn syndrome	chromosome abnormality with a distinct craniofacial phenotype and intellectual disability	C0796117
http://www.wikidata.org/entity/Q632190	sport psychology	branch of psychology	C0871418
http://www.wikidata.org/entity/Q609165	juvenile polyposis syndrome	autosomal dominant disease that is characterized by predisposition to hamartomatous benign polyps in the gastrointestinal tract, specifically in the stomach, small intestine, colon, and rectum	C1832940
http://www.wikidata.org/entity/Q609165	juvenile polyposis syndrome	autosomal dominant disease that is characterized by predisposition to hamartomatous benign polyps in the gastrointestinal tract, specifically in the stomach, small intestine, colon, and rectum	C1868081
http://www.wikidata.org/entity/Q610075	Wolf-Hirschhorn syndrome	chromosome abnormality with a distinct craniofacial phenotype and intellectual disability	C1956097
http://www.wikidata.org/entity/Q614750	bronchiolitis obliterans	lung disease involving obstruction of the bronchioles	C2350875
http://www.wikidata.org/entity/Q56013703	bronchiolitis obliterans with obstructive pulmonary disease	no description	C2350875
http://www.wikidata.org/entity/Q616066	coarctation of the aorta	congenital condition whereby the aorta is narrow, usually in the area where the ductus arteriosus (ligamentum arteriosum after regression) inserts	C2930803
http://www.wikidata.org/entity/Q609066	avolition	inability to initiate and persist in goal-directed activities (negative symptom)	C3495892
http://www.wikidata.org/entity/Q615235	crepitus	medical finding: grating or crackling sounds and sensations originating from skin and joints	CL494060
http://www.wikidata.org/entity/Q653197	rash	skin condition	C0015230
http://www.wikidata.org/entity/Q14509067	exanthem	Human disease	C0015230
http://www.wikidata.org/entity/Q650401	parathyroid	endocrine gland	C0030518
http://www.wikidata.org/entity/Q648497	arterial blood gas analysis	test of blood taken from an artery that measures the amounts of certain dissolved gases	C0150411
http://www.wikidata.org/entity/Q640536	pretectal area	no description	C0175354
http://www.wikidata.org/entity/Q640437	Cerebellopontine angle syndrome	medical condition	C0271518
http://www.wikidata.org/entity/Q658883	serum potassium level	Potassium concentration in serum matrix.	C0302353
http://www.wikidata.org/entity/Q657193	metabolic syndrome	disease diagnosed by a cluster of at least 3 out of the following conditions: abdominal obesity, high blood pressure, high blood sugar, high serum triglycerides, low serum high-density lipoprotein	C0524620
http://www.wikidata.org/entity/Q663358	ammonium DL-lactate	pair of enantiomers	C0718495
http://www.wikidata.org/entity/Q657619	sensitization	induction of an adaptive response in the immune system, either for immunization to disease or as allergy	C3839736
http://www.wikidata.org/entity/Q683498	arthralgia	non-inflammatory joint pain	C0003862
http://www.wikidata.org/entity/Q675311	autoimmune polyendocrine syndrome	autoimmune disease of endocrine system with auto-reactivity against endocrine organs	C0085409
http://www.wikidata.org/entity/Q691942	pisiform bone	bone of the wrist	C0223729
http://www.wikidata.org/entity/Q415794	Acantholysis	medical condition	C0241128
http://www.wikidata.org/entity/Q691400	Nikolsky's sign	clinical test to diagnose dermatological lesions	C0241128
http://www.wikidata.org/entity/Q684840	Sneddon syndrome	form of arteriopathy	C0282492
